id,symbol,name
doont-buy,dbuy,Doont Buy
dope-wars-paper,paper,Dope Wars Paper
dopewarz,dwz,DopeWarz
dopex,dpx,Dopex
dopex-rebate-token,rdpx,Dopex Rebate
dora-factory,dora,Dora Factory
doragonland,dor,DoragonLand
doren,dre,DoRen
dos-chain,dos,DOS Chain
dose-token,dose,DOSE
dos-network,dos,DOS Network
dot-finance,pink,Dot Finance
dotlab,dtl,Dotlab
dotmoovs,moov,dotmoovs
dot-names,dns,Dot Names
dotoracle,dto,DotOracle
dotori,dtr,Dotori
doubledice-token,dodi,DoubleDice
double-swap-token,dst,Double Swap Token
doubloon,dbl,Doubloon
dough,dough,Dough
dovu,dov,Dovu
dpad-finance,dpad,Dpad Finance
dprating,rating,DPRating
dps-doubloon,dbl,DPS Doubloon [OLD]
dps-doubloon-2,dbl,DPS Doubloon
dps-rum-2,rum,DPS Rum
dps-treasuremaps-2,tmap,DPS TreasureMaps
drac-network,drac,DRAC Network
dracoomaster,bas,DracooMaster
drac-ordinals,drac,DRAC (Ordinals)
dracula,drc,Dracula
draggable-aktionariat-ag,daks,Draggable Aktionariat AG
dragoma,dma,Dragoma
dragon-arena,dra,Dragon Arena
dragonchain,drgn,Dragonchain
dragon-crypto-argenti,dcar,Dragon Crypto Argenti
dragon-crypto-aurum,dcau,Dragon Crypto Aurum
dragon-fly,drfly,Dragon Fly
dragonking,dragonking,DragonKing
dragon-mainland-shards,dms,Dragon Mainland Shards
dragonmaster-token,dmt,DragonMaster
dragonmaster-totem,totem,DragonMaster Totem
dragonmoon,dmoon,DragonMoon
dragon-soul-token,dst,Dragon Soul Token
dragons-quick,dquick,Dragon's Quick
dragonvein,dvc,DragonVein
dragon-war,draw,Dragon War
draken,drk,Draken
drawshop-kingdom-reverse-joystick,joy,Drawshop Kingdom Reverse Joystick
drc-mobility,drc,DRC Mobility
dream-machine-token,dmt,Dream Machine Token
dreampad-capital,dreampad,DreamPad Capital
dreamr-platform-token,dmr,Dreamr Platform
dreamscoin,dream,DreamsCoin
dreams-quest,dreams,Dreams Quest
dream-token,dream,Dream
dreamverse,dv,Dreamverse
drep-new,drep,Drep
drife,drf,Drife
dripdropz,drip,DripDropz
drip-network,drip,Drip Network
drive-crypto,drivecrypto,Drive Crypto
drivenx,dvx,DRIVENx
droparb,drop,DropArb
drops-ownership-power,dop,Drops Ownership Power
drunk-robots,metal,Drunk Robots
drunk-skunks-drinking-club,stink,Drunk Skunks Drinking Club
dsc-mix,mix,DSC Mix
dshares,dshare,DShares
d-shop,dp,D-SHOP
dsquared-finance,dsq,Dsquared.finance
dsun-token,dsun,Dsun Token
dtng,dtng,DTNG
dtools,dtools,DogeTools
dtravel,trvl,TRVL
dtsla,dtsla,Tesla Tokenized Stock Defichain
dtube-coin,dtube,Dtube Coin
dual-finance,dual,Dual Finance
dua-token,dua,DUA Token
dubbz,dubbz,Dubbz
ducatus,ducx,DucatusX
duckdaodime,ddim,DuckDaoDime
duckduck-token,duck,DuckDuck
duckereum,ducker,Duckereum
duckie-land-multi-metaverse,mmeta,Duckie Land Multi Metaverse
duckies,duckies,Yellow Duckies
duck-punkz-universe-floor-index,dpunkz,Duck Punkz Universe Floor Index
ducks,ducks,Ducks
duckycoinai,duckyai,DuckyCoinAI
duckydefi,degg,DuckyDefi
dude,dude,DuDe
duel-network-2,duel,Duel Network
duet-protocol,duet,Duet Protocol
duke-inu-token,duke,Duke Inu
dungeonswap,dnd,DungeonSwap
dungeon-token,geon,Triathon
dusd,dusd,DUSD
dusk-network,dusk,DUSK Network
dust-protocol,dust,DUST Protocol
dux,dux,DUX
dvision-network,dvi,Dvision Network
dxcad,dxcad,dXCAD
dxchain,dx,DxChain
dxdao,dxd,DXdao
dxsale-network,sale,DxSale Network
dx-spot,dxs,Dx Spot
dxy-finance,dxy,DXY Finance
dydx,dydx,dYdX
dydx-wormhole,dydx,dYdX (Wormhole)
dymmax,dmx,Dymmax
dynamic-finance,dyna,Dynamic Finance
dynamic-set-dollar,dsd,Dynamic Set Dollar
dynamite-token,dynmt,Dynamite
dynamix,dyna,Dynamix
dynamo-coin,dynamo,Dynamo Coin
dynex,dnx,Dynex
dyor,dyor,DYOR
dyor-token-2,dyor,DYOR Token
dystopia,dyst,Dystopia
dyzilla,dyzilla,DYZilla
eaglecoin-2,elc,EagleCoin
eagonswap-token,eagon,EagonSwap
earndefi,edc,EarnDeFi
earnx-v2,earnx,EarnX V2
earnzcoin,erz,EarnzCoin
earthbyt,ebyt,EarthByt
earthfund,1earth,EarthFund
ease,ease,EASE
easyfi,ez,EasyFi V2
easymine,emt,easyMine
eblockstock,ebso,eBlockStock
ebox,ebox,Ebox
ecash,xec,eCash
echain-network,ect,Echain Network
echelon-prime,prime,Echelon Prime
echidna,ecd,Echidna
echoin,ec,Echoin
echolink,eko,EchoLink
echosoracoin,esrc,EchoSoraCoin
eclat,elt,ECLAT
eco,eco,ECO
ecochain-token,ect,Ecochain Finance
ecocredit,eco,EcoCREDIT
eco-defi,ecop,Eco DeFi
ecog9coin,egc,EcoG9coin
ecoin-2,ecoin,Ecoin
ecoin-finance,ecoin,Ecoin Finance
ecomi,omi,ECOMI
ecoreal-estate,ecoreal,Ecoreal Estate
ecoscu,ecu,ECOSC
eco-value-coin,evc,Eco Value Coin
ecowatt,ewt,Ecowatt
ecox,ecox,ECOx
ecs-gold,ecg,ECS Gold
e-c-vitoria-fan-token,vtra,E.C. Vitoria Fan Token
edain,eai,Edain
eddaswap,edda,EDDASwap
eden,eden,EDEN
edenloop,elt,EdenLoop
edexa-service-token,edx,edeXa Service Token
edfi,edfi,EdFi
edge,edge,Edge
edge-activity,eat,EDGE Activity
edgecoin-2,edgt,Edgecoin
edgeless,edg,Edgeless
edgeswap,egs,EdgeSwap
edgeware,edg,Edgeware
edoverse-zeni,zeni,Edoverse Zeni
education-assessment-cult,eac,Education Assessment Cult
edu-coin,edu,Open Campus
edufex,edux,Edufex
effect-network,efx,Effect Network
efin-decentralized,wefin,eFin Decentralized
efinity,efi,Efinity
efk-token,efk,EFK Token
efun,efun,EFUN
egg-n-partners,eggt,Egg N Partners
eggplant-finance,eggp,Eggplant Finance
eggs,eggs,Eggs
egod-the-savior,$savior,Egod The Savior
egoplatform,ego,EGO
egoras-credit,egc,Egoras Credit
egretia,egt,Egretia
eg-token,eg,EG Token
ehash,ehash,EHash
ehive,ehive,eHive
eiichiro-oda,oda,Odasea
eiichiro-oda-inu,oda,Eiichiro Oda Inu
einsteinium,emc2,Einsteinium
ekta-2,ekta,Ekta
elan,elan,Elan
elastos,ela,Elastos
eldarune,elda,Eldarune
el-dorado-exchange,ede,El Dorado Exchange
el-dorado-exchange-arb,ede,El Dorado Exchange (Arb)
electra,eca,Electra
electra-protocol,xep,Electra Protocol
electric-cash,elcash,Electric Cash
electric-vehicle-direct-currency,evdc,Electric Vehicle Direct Currency
electric-vehicle-zone,evz,Electric Vehicle Zone
electrify-asia,elec,Electrify.Asia
electroneum,etn,Electroneum
electronicgulden,efl,Electronic Gulden
electronic-usd,eusd,Electronic USD
element-black,elt,Element Black
elementrem,ele,Elementrem
elements-2,elm,Elements
elemon,elmon,Elemon
elephant-money,elephant,Elephant Money
elevate-token,$elev,Elevate Token
eligma,goc,GoCrypto
elis,xls,ELIS
elitium,eum,Elitium
elk-finance,elk,Elk Finance
ellipsis,eps,Ellipsis [OLD]
ellipsis-x,epx,Ellipsis X
elmoerc,elmo,ElmoERC
eloin,eloin,Eloin
elo-inu,elo inu,Elo Inu
elondoge-dao,edao,ElonDoge DAO
elon-doge-token,edoge,ElonDoge.io
elongate-duluxe,elongd,Elongate Deluxe
elon-goat,egt,Elon GOAT
elon-musk-ceo,elonmuskce,Elon Musk CEO
elons-marvin,marvin,Elon's Marvin
elpis-battle,eba,Elpis Battle
elrond-erd-2,egld,MultiversX
elseverse-world,ells,ElseVerse World
eltcoin,eltcoin,Eltcoin
elumia,elu,Elumia
elvishmagic,emp,ElvishMagic
elya,elya,Elya
elyfi,elfi,ELYFI
elysia,el,ELYSIA
elysiant-token,els,Elysian ELS
elysiumg,lcmg,ElysiumG
elysium-token,elys,Elysium Token
ember,ember,Ember
embr,embr,Embr
emcis-network,emc1,EMCIS NETWORK
emerald-crypto,emd,Emerald Crypto
emercoin,emc,EmerCoin
emg-coin,emg,EMG Coin
eminer,em,Eminer
e-money,ngm,e-Money
e-money-eur,eeur,e-Money EUR
empire-capital-token,ecc,Empire Capital
empire-network,empire,Empire Network
empire-token,empire,Empire
empowa,emp,Empowa
emp-shares,eshare,EMP Shares
empty-set-share,ess,Empty Set Share
encrypgen,dna,EncrypGen
encryption-ai,0xencrypt,Encryption AI
endless-battlefield,eng,Endless Board Game
endlesswebworlds,eww,EndlessWebWorlds
endor,edr,Endor Protocol
endpoint-cex-fan-token,endcex,Endpoint Cex Fan Token
eneftiverse,evr,ENEFTIVERSE
eneftor,eftr,Eneftor
enegra,egx,Enegra
energi,nrg,Energi
energi-dollar,usde,Energi Dollar
energo,tsl,Tesla TSL
energreen,egrn,Energreen
energy8,e8,Energy8
energy-efficient-mortgage-tokenized-stock-defichain,deem,iShares MSCI Emerging Markets ETF Defichain
energyfi,eft,Energyfi
energytrade-token,ett,EnergyTrade Token
energy-web-token,ewt,Energy Web
eng-crypto,eng,Eng Crypto
enigma,eng,Enigma
enigma-gaming,eng,Enigma Gaming
enjincoin,enj,Enjin Coin
enjinstarter,ejs,Enjinstarter
enno-cash,enno,ENNO Cash
enq-enecuum,enq,Enecuum
enreachdao,nrch,Enreach
enrex,enrx,Enrex
enterbutton,entc,EnterButton
enterdao,entr,EnterDAO
entice-v2,ntic,Entice
entropy,ent,Entropy
envida,edat,EnviDa
envion,evn,Envion
envision,vis,Envision
envoy-network,env,Envoy
eos,eos,EOS
eosdac,eosdac,eosDAC
eosforce,eosc,EOSForce
eos-pow-coin,pow,EOS PoW Coin
ephiat,ephiat,ePhiat
epic-cash,epic,Epic Cash
epics-token,epct,Epics Token
epik-prime,epik,Epik Prime
epik-protocol,epk,EpiK Protocol
epillo,epillo,Epillo
eq9,eq9,Equals9
eqifi,eqx,EQIFi
equalizer,eqz,Equalizer
equalizer-dex,equal,Equalizer DEX
equilibre,vara,Équilibre
equilibrium,eq,Equilibrium Games
equilibrium-eosdt,eosdt,Equilibrium EOSDT
equilibrium-exchange,edx,Equilibrium Exchange
equilibrium-token,eq,Equilibrium
equinox,enx,Equinox
era7,era,Era7
e-radix,exrd,e-Radix
era-name-service,era,Era Name Service
era-swap-token,es,Era Swap
ergo,erg,Ergo
erica-social-token,est,Erica Social Token
eris-amplified-luna,ampluna,Eris Amplified Luna
ertha,ertha,Ertha
erth-point,erth,Erth Point
erugo-world-coin,ewc,Erugo World Coin
esco-coin,esco,Esco Coin
escoin-token,elg,Escoin
escrowed-illuvium-2,silv2,Escrowed Illuvium 2
esg,esg,ESG
esg-chain,esgc,ESG Chain
eska,esk,Eska
eskisehir-fan-token,eses,Eskişehir Fan Token
espento,spent,Espento
espl-arena,arena,ESPL Arena
esporte-clube-bahia-fan-token,bahia,Esporte Clube Bahia Fan Token
esportspro,espro,EsportsPro
esportsref,esr,EsportsRef
essentia,ess,Essentia
estar-games,estar,ESTAR.GAMES
eswapping-v2,eswapv2,eSwapping v2
eterland,eter,Eterland
etermon,etm,Etermon
eternal-finance,etern,Eternal Finance
eternalflow,eft,EternalFlow
eth2-staking-by-poolx,eth2,Eth 2.0 Staking by Pool-X
eth-2x-flexible-leverage-index,eth2x-fli,Index Coop - ETH 2x Flexible Leverage Index
eth3s,eth3s,ETH3S
etha-lend,etha,ETHA Lend
ethart,arte,Items
ethax,ethax,ETHAX
ethdown,ethdown,ETHDOWN
etheal,heal,Etheal
ether-1,etho,Etho Protocol
etherconnect,ecc,Etherconnect
ethereans,non,NONbeta
ethereum,eth,Ethereum
ethereum-classic,etc,Ethereum Classic
ethereumfair,ethf,EthereumFair
ethereummax,emax,EthereumMax
ethereum-message-service,ems,Ethereum Message Service
ethereum-meta,ethm,Ethereum Meta
ethereum-name-service,ens,Ethereum Name Service
ethereum-pow-iou,ethw,EthereumPoW
ethereum-push-notification-service,push,Push Protocol
ethereum-volatility-index-token,ethv,Ethereum Volatility Index Token
ethereum-wormhole,eth,Ethereum (Wormhole)
ethereumx,etx,EthereumX
ethergem,egem,EtherGem
etherisc,dip,Etherisc DIP
etherland,eland,Etherland
etherlite-2,etl,EtherLite
ethermon,emon,Ethermon
ethernal,ethernal,Ethernal
ethernal-finance,ethfin,Ethernal Finance
ethernexus,enxs,EtherNexus
ethernity-chain,ern,Ethernity Chain
etherparty,fuel,Etherparty
etherrock-72,pebble,Etherrock #72
ether-tech,ether,Ether Tech
ethfan-burn,$efb,ETHFan Burn
eth-fan-token,eft,ETH Fan Token Ecosystem
ethforestai,ethfai,ETHforestAI
ethichub,ethix,Ethix
ethlas,els,Ethlas
ethlend,lend,Aave [OLD]
ethos,vgx,Voyager VGX
ethos-reserve-note,ern,Ethos Reserve Note
ethpad,ethpad,ETHPad
ethst-governance-token,et,ETHST Governance
ethtez,ethtz,ETHtez
ethup,ethup,ETHUP
ethw-id,eid,ETHW ID
etica,eti,Etica
etwinfinity,etw,ETWInfinity
etxinfinity,etx,ETXInfinity
eub-chain,eubc,EUB Chain
euler,eul,Euler
euno,euno,EUNO
euphoria-2,wagmi,Euphoria
euro-coin,euroc,Euro Coin
eurocoinpay,ecte,EurocoinToken
euro-coinvertible,eur-c,Euro Coinvertible
euroe-stablecoin,euroe,EUROe Stablecoin
euro-shiba-inu,eshib,Euro Shiba Inu
eusd-27a558b0-8b5b-4225-a614-63539da936f4,eusd,eUSD
evai-2,ev,Evai
evanesco-network,eva,Evanesco Network
evany,evy,EVANY
eve-ai,eveai,Eve AI
evedo,eved,Evedo
eve-exchange,eve,EVE
evencoin,evn,EvenCoin
everdome,dome,Everdome
everearn,earn,EverEarn
everearn-eth,$earn,EverEarn ETH
everestcoin,evcoin,EverestCoin
evereth,evereth,EverETH
everex,evx,Everex
evergrowcoin,egc,EverGrow Coin
everid,id,Everest
everipedia,iq,IQ
everreflect,evrf,EverReflect
everrise,rise,EverRise
eversafu,eversafu,EverSAFU
everscale,ever,Everscale
everstart,start,EverStart
everton-fan-token,efc,Everton Fan Token
everycoin,evy,EveryCoin
every-game,egame,Every Game
evil-coin,evil,Evil Coin
evilsquidgame,evilsquid,EvilSquidGame
evmos,evmos,Evmos
evmos-domains,evd,Evmos Domains
evo-finance,evo,Evo Finance
evolution-finance,evn,Evolution Finance
evolveai,evoai,EvolveAI
evoverses,evo,EvoVerses
evrice,evc,Evrice
evrynet,evry,Evrynet
evulus,evu,Evulus
excalibur,exc,Excalibur
excelon,xlon,Excelon
exchangecoin,excc,ExchangeCoin
exchange-genesis-ethlas-medium,xgem,Exchange Genesis Ethlas Medium
exciting-japan-coin,xjp,eXciting Japan Coin
exeedme,xed,Exeedme
exeno,exn,Exeno
exmo-coin,exm,EXMO Coin
exobots,exos,Exobots
exodusext,ext,ExodusExt
exohood,exo,Exohood
exorde,exd,Exorde
exosama-network,sama,Moonsama
expanse,exp,Expanse
experience-chain,xpc,eXPerience Chain
experiencecoin,epc,ExperienceCoin
experty-wisdom-token,wis,Experty Wisdom
exponential-capital-2,expo,Exponential Capital
export-mortos-platform,emp,Export Motors Platform
extractodao-bull,xbll,ExtractoDAO Bull
extradna,xdna,extraDNA
eyes-protocol,eyes,EYES Protocol
eyeverse,eye,Eyeverse
ezillion,ezi,Ezillion
ezzy-game,ezy,EZZY Game
fable-of-the-dragon,tyrant,Fable Of The Dragon
fable-of-the-shiba,syrant,Fable Of The Shiba
fabric,fab,Fabric
fabwelt,welt,Fabwelt
facebook-tokenized-stock-defichain,dfb,Facebook Tokenized Stock Defichain
facedao,face,FaceDAO
factor,fctr,FactorDAO
facts,bkc,FACTS
fado-go,fado,FADO Go
fairum,fai,Fairum
faith-tribe,ftrb,Faith Tribe
fake-market-cap,cap,Fake Market Cap
falcon,fln,Falcon
falcon-nine,f9,Falcon Nine
falcon-swaps,falcons,FALCONS
falcon-token,fnt,Falcon Project
falconx,falcx,FalconX
fame-mma,fame,Fame MMA
fame-reward-plus,frp,Fame Reward Plus
family-guy,guy,Family Guy
famous-fox-federation,foxy,Famous Fox Federation
fanadise,fan,Fanadise
fanc,fanc,fanC
fancy-games,fnc,Fancy Games
fandom,fdm,Fautor
fanfury,fury,Fanfury
fang-token,fang,FANG
fanitrade,fani,FaniTrade
fanstime,fti,FansTime
fanta,fanta,FANTA
fantasy-gold,fgc,Fantasy Gold
fantaverse,ut,Fantaverse
fantohm,fhm,Fantohm
fantom,ftm,Fantom
fantom-doge,rip,Fantom Doge
fantomgo,ftg,OnGo
fantom-libero-financial,flibero,Fantom Libero Financial
fantom-maker,fame,Fantom Maker
fantom-oasis,ftmo,Fantom Oasis
fantomstarter,fs,FantomStarter
fantom-usd,fusd,Fantom USD
fanzee-token,fnz,Fanzee Token
fanzy,fx1,FANZY
faraland,fara,FaraLand
farmerdoge,crop,FarmerDoge
farmers-only,fox,FoxSwap
farmers-world-wood,fww,Farmers World Wood
farmland-protocol,far,Farmland Protocol
farms-of-ryoshi,noni,Farms of Ryoshi
fashion-coin,fshn,Fashion Coin
fast-finance,fast,Fast Finance
fastswap-bsc-2,fast,Fastswap (BSC)
fasttoken,ftn,Fasttoken
fat-cat,fatcat,FAT CAT
fathom,$fathom,Fathom
fatih-karagumruk-sk-fan-token,fksk,Fatih Karagümrük SK Fan Token
favor,favor,Favor
fbomb,bomb,Fantom Bomb
fc-barcelona-fan-token,bar,FC Barcelona Fan Token
fc-porto,porto,FC Porto
fcr-coin,fcr,FCR Coin
fc-sion-fan-token,sion,FC Sion Fan Token
fear,fear,FEAR
feathercoin,ftc,Feathercoin
fedoracoin,tips,Fedoracoin
feeder-finance,feed,Feeder Finance
feg-bsc,feg,FEG BSC
feg-token,feg,FEG (OLD)
feg-token-2,feg,FEG ETH
feg-token-bsc,feg,FEG BSC (OLD)
feichang-niu,fcn,Feichang Niu
feisty-doge-nft,nfd,Feisty Doge NFT
fei-usd,fei,Fei USD
felix,flx,Felix
fellaz,flz,Fellaz
fenerbahce-token,fb,Fenerbahçe
fenglvziv2,fenglvziv2,FengLvZiV2
ferma,ferma,Ferma
ferro,fer,Ferro
ferrum-network,frm,Ferrum Network
festa-finance,ffa,Festa Finance
fetch-1dbdbfe5-2eb9-46c9-81dc-ecca4fa884a7,fetch,Fetch
fetch-ai,fet,Fetch.ai
feyorra,fey,Feyorra
fgdswap,fgds,FGDSwap
fibodex,fibo,FiboDex
fibos,fo,FIBOS
fibo-token,fibo,FibSwap DEX
fidance,fdc,Fidance
fidelis,fdls,FIDELIS
fidira,fid,Fidira
fidu,fidu,Fidu
fief,fief,Fief
fiero,fiero,Fiero
fight-of-the-ages,fota,Fight Of The Ages
fight-out,fght,Fight Out
fight-win-ai,fwin-ai,Fight Win AI
figments-club,figma,Figments Club
figure-dao,fdao,Figure DAO
filda,filda,Filda
filecash,fic,Filecash
filecoin,fil,Filecoin
filecoin-standard-full-hashrate,sfil,Filecoin Standard Full Hashrate
fileshare-platform,fsc,Fileshare Platform
filestar,star,FileStar
filipcoin,fcp,Filipcoin
filmcredits,film,FILMCredits
fina,fina,Fina
final-frontier,frnt,Final Frontier
finance-ai,financeai,Finance AI
finance-blocks,fbx,Finance Blocks
finance-vote,fvt,Finance Vote
financie-token,fnct,Financie Token
finblox,fbx,Finblox
findora,fra,Findora
finexbox-token,fnb,Finexbox
fingerprints,prints,FingerprintsDAO
finminity,fmt,Finminity
fins-token,fins,Fins
fintoken,ftc,FinToken
fintropy,fint,Fintropy
fintrux,ftx,FintruX
finx,finx,FINX
finxflo,fxf,FINXFLO
fio-protocol,fio,FIO Protocol
fira,fira,FIRA
fira-cronos,fira,Defira (Cronos)
fireal,frl,Fireal
fireants,ants,FireAnts
fireball-2,fire,FireBall
firebird-aggregator,fba,Firebird Aggregator
firebot,fbx,FireBot
fire-lotto,flot,Fire Lotto
fire-protocol,fire,Fire Protocol
firestarter,flame,FireStarter
firmachain,fct,Firmachain
first-ever-nft,fen,First Ever NFT
firsthare,firsthare,FirstHare
firulais-wallet-token,fiwt,Firulais Wallet
fisco,fscc,FISCO Coin
fish-crypto,fico,Fish Crypto
fistbump,fist,Fistbump
fitmax,fitm,FitMax
fitmint,fitt,Fitmint
fitr-metaverse-token,fmt,FitR Metaverse Token
fix00,fix00,Fix00
flair-dex,fldx,Flair Dex
flamengo-fan-token,mengo,Flamengo Fan Token
flame-protocol,flame,Flame Protocol
flamingghost,fghst,FlamingGhost
flamingo-finance,flm,Flamingo Finance
flare-finance,exfi,Flare Finance
flare-networks,flr,Flare
flare-token,1flr,Flare Token
flash-stake,flash,Flashstake
flash-token,flash,Flash Loans
flatqube,qube,FlatQube
flex-coin,flex,FLEX Coin
flexmeme,flex,FlexMeme
flexq,flq,FlexQ
flex-usd,flexusd,flexUSD
flightclupcoin,flight,FlightClupcoin
flits,fls,Flits
float-protocol,bank,Float Protocol
floki,floki,FLOKI
flokibonk,flobo,FlokiBonk
floki-cash,flokicash,Floki Cash
floki-ceo,flokiceo,FLOKI CEO
floki-ceo-coin,fcc,Floki CEO Coin
flokidash,flokidash,FlokiDash
floki-gpt,fgpt,Floki GPT
flokimooni,flokim,Flokimooni
floki-musk,floki,Floki Musk
floki-rocket,rloki,Floki Rocket
floki-santa,flokisanta,Floki Santa
floki-shiba-pepe-ceo,3ceo,FLOKI SHIBA PEPE CEO
flokiter-ai,fai,FlokiTer
flona,flona,Flona
floof,floof,FLOOF
floordao,floor,FloorDAO
florachain-yield-token,fyt,FloraChain
florin,xfl,Florin
floshido-inu,floshido,FLOSHIDO INU
flourishing-ai-token,ai,Flourishing AI
flow,flow,Flow
flowchaincoin,flc,Flowchain
floyx-new,floyx,Floyx
fluffy-coin,fluf,Fluffy Coin
fluffy-token,$fluffy,Fluffy Token
fluid-dai,fdai,Fluid DAI
fluidfi,fluid,FluidFi
fluid-frax,ffrax,Fluid FRAX
fluid-tusd,ftusd,Fluid TUSD
fluid-usdc,fusdc,Fluid USDC
fluid-usdt,fusdt,Fluid USDT
fluminense-fc-fan-token,flu,Fluminense FC Fan Token
flurry,flurry,Flurry Finance
flute,flut,Flute
fluus,fluus,FLUUS
flux,flux,Datamine FLUX
flux-dai,fdai,Flux DAI
flux-frax,ffrax,Flux FRAX
flux-protocol,flux,Flux Protocol
flux-token,flx,SEDA Protocol
flux-usdc,fusdc,Flux USDC
flux-usdt,fusdt,Flux USDT
flypme,fyp,FlypMe
fncy,fncy,FNCY
fnkcom,fnk,Fnk.com
foam-protocol,foam,FOAM
fodl-finance,fodl,Fodl Finance
fofo-token,fofo,FOFO Token
foho-coin,foho,Foho Coin
foincoin,foin,Foin
follow-token,folo,Alpha Impact
fomobsc,fomo,FomoBSC
fomo-eth,fomo,Fomo Eth
fone,fone,Fone
fonsmartchain,fon,FONSmartChain
font,font,Font
fonzy,fonzy,Fonzy
food-bank,food,Food Bank
foodchain-global,food,FoodChain Global
football-coin,xfc,Football Coin
footballfanapp,fnc,FanCoin®
footballstars,fts,FootballStars
football-world-community,fwc,Football World Community
forbidden-fruit-energy,ffe,Forbidden Fruit Energy
force-bridge-usdc,usdc,Force Bridge USDC
force-of-nature,fon,Force of Nature
force-protocol,for,ForTube
forefront,ff,Forefront
forest-knight,knight,Forest Knight
forestry,fry,Forestry
foreverblast,feb,ForeverBlast
forever-burn,fburn,Forever Burn
forever-shiba,4shiba,FOREVER SHIBA
forexcoin,forex,FOREXCOIN
forge,forge,Forge
forge-finance,forge,Forge Finance
for-loot-and-glory,flag,For Loot And Glory
formation-fi,form,Formation FI
formula-inu,finu,Formula Inu
forta,fort,Forta
forthbox,fbx,ForthBox
fortknoxter,fkx,FortKnoxster
fortress,fts,Fortress Loans
fortuna-sittard-fan-token,for,Fortuna Sittard Fan Token
fortune,fortune,Fortune
fortune-cookie,fct,Fortune Cookie
forus,fors,Forus
foundation,fnd,Foundation Token
fountain-protocol,ftp,Fountain Protocol
fourcoin,four,FourCoin
foxe,foxe,FOXE
fox-financev2,fox,Fox Finance V2
foxgirl,foxgirl,FoxGirl
fox-trading-token,foxt,Fox Trading
fractal,fcl,Fractal
fraction,fraction,Fraction
fractionalized-smb-2367,daojones,Fractionalized SMB-2367
fracton-protocol,ft,Fracton Protocol
fragments-of-arker,foa,Fragments of Arker
frakt-token,frkt,FRAKT
france-rev-finance,frf,FRANCE REV FINANCE
frank-inu,frank,Frank Inu
franklin,fly,Franklin
frax,frax,Frax
frax-ether,frxeth,Frax Ether
frax-price-index,fpi,Frax Price Index
frax-price-index-share,fpis,Frax Price Index Share
frax-share,fxs,Frax Share
fredenergy,fred,FRED Energy
freebie-life-finance,frb,Freebie Life Finance
freechat,fcc,Freechat
freedomcoin,freed,Freedomcoin
freedom-coin,free,FREEdom coin
freedom-god-dao,fgd,Freedom God DAO
freedom-jobs-business,$fjb,Freedom. Jobs. Business
freedom-reserve,fr,Freedom Reserve
freela,frel,Freela
freemoon-binance,fmb,FREEMOON BINANCE
freerossdao,free,FreeRossDAO
freeway,fwt,Freeway
freicoin,frc,Freicoin
french-connection-finance,fcf,French Connection Finance
french-digital-reserve,fdr,French Digital Reserve
fren-nation,fren,Fren Nation
frens-coin,frens,Frens Coin
freqai,freqai,FREQAI
freth,freth,frETH
freyala,xya,GameFi Crossing
friends-with-benefits-pro,fwb,Friends With Benefits Pro
friendz,fdz,Friendz
fringe-finance,frin,Fringe Finance
frog-ceo,frog ceo,FROG CEO
froge-finance,frogex,FrogeX
froggies-token-2,frgst,Froggies
frog-inu,fgi,Frog Inu
frogswap,frog,FrogSwap
froki,froki,Froki
fronk,fronk,Fronk
frontier-token,front,Frontier
front-row,frr,Frontrow
froyo-games,froyo,Froyo Games
frozen-walrus-share,wshare,Frozen Walrus Share
fruits,frts,Fruits
fruits-of-ryoshi,yuzu,Fruits of Ryoshi
frutti-dino,fdt,Frutti Dino
fryscrypto,fry,FrysCrypto
frz-solar-system,frzss,Frz Solar System
fsn,fsn,FUSION
fsw-token,fsw,Falconswap
ftdex,ftd,FTDex
ftm-guru,elite,ftm.guru
ftribe-fighters,f2c,Ftribe Fighters
ftx-token,ftt,FTX
ftx-users-debt,fud,FTX Users' Debt
ftx-wormhole,ftt,FTX (Wormhole)
fuc,fuc,FUBT Token
fuck-pepe,fkpepe,Fuck Pepe
fuel-network,fuel,Fuel Network
fufu,fufu,Fufu
fuji,fuji,Fuji
fujitoken,fjt,Fuji FJT
fulcrom,ful,Fulcrom
fumoney,fum,FUMoney
fund-of-yours,foy,Fund Of Yours
funex,funex,Funex
funfair,fun,FUNToken
funfi,fnf,FunFi
funny-coin,fuc,Funny Coin
furio,$fur,Furio
furucombo,combo,Furucombo
fuse-dollar,fusd,Fuse Dollar
fusefi,volt,Voltage Finance
fuse-network-token,fuse,Fuse
fusotao,tao,Fusotao
future,ftr,Future
future-ai,future-ai,Future AI
futurecoin,future,FutureCoin
future-of-fintech,fof,Future Of Fintech
futureswap,fst,Futureswap
futureswap-finance,fs,FutureSwap Finance
futurocoin,fto,FuturoCoin
fuze-token,fuze,FUZE
fuzz-finance,fuzz,Fuzz Finance
fx1sports,fx1,FX1Sports
fx-coin,fx,Function X
fydcoin,fyd,FYDcoin
fyooz,fyz,Fyooz
g,g*,G*
g999,g999,G999
gafa,gafa,Gafa
gagarin,ggr,GAGARIN
gaia-everworld,gaia,Gaia Everworld
gains,gains,Gains
gains-farm,gfarm2,Gains Farm
gains-network,gns,Gains Network
gaj,gaj,Gaj Finance
gala,gala,GALA
galactic-arena-the-nftverse,gan,Galactic Arena: The NFTverse
